idx,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
126,200,221,28.25038,0.25057346,24.154106,29.07154,33.231903,9.077797,181.02972,235.41261,78.97963,81.58098,1.5710007,0.58373123,0.68325675,1.467227,2.3669772,1.6837205,23.047127,12.886852,16.551674,9.043837,1.7501005,0.83840734,25.71472,0.6605836,15.147278,0.85875684,14.722621,1.0763088,-3.4537845,-4.492778,0.059034396,2.165351,1.4432486,0.6680592,3.8643959,1.4252498,5.5293994,3.6145556,25.988766,0.50998515,479.51907,0.35278237,1208.0293,0.20960112,-40.738144,-1.7316132,1524.5455,0.17241804,955.5875,0.37666255,-52.59641,-1.1501971,2522.96,0.12000944,825.04254,0.47287714,-55.748253,-1.0584024,-19.034143,-0.40808287,27.245308,0.3412802,0.027086118,1.5165606,-0.033043727,-0.4879456,1.91488,0.78447646,30.230717,0.43763545,14.078999,0.8830534,15.046855,1.0919474,-4.424681,-3.6050305,-4.526795,10.107544,-0.006603337,-0.015427834,0.89328504,4.3353977,2.0534863,0.40139532,0.33973026,0.07076923,0.05594799,-16.36859
126,888,906,30.391937,0.20838426,26.144102,30.278868,35.67226,9.528158,333.01984,482.59177,137.50247,198.40015,1.6360973,0.56797963,0.837749,1.4156624,2.3782184,1.5404694,22.854427,11.528628,15.090264,8.027476,1.7240373,0.8229268,23.949474,0.68016195,15.332848,0.9061223,11.256414,1.4917203,-0.9748973,-14.816329,0.04663837,2.1527214,1.3268609,0.6934689,4.951544,1.0188843,6.499427,2.096092,26.429274,0.44375095,487.8907,0.35470173,1233.7383,0.20069389,-45.156963,-1.6330432,1542.8035,0.16311327,959.83295,0.39357463,-54.269794,-1.1618247,2555.4019,0.11803366,934.08923,0.45464855,-58.106396,-1.0525925,-18.737398,-0.42321357,27.662125,0.32557982,0.02571615,1.5968668,-0.032355715,-0.4584929,1.9144971,0.7561601,28.475433,0.44556582,14.471884,0.95484966,11.268631,1.5646966,-1.5091236,-10.152409,-4.4030743,10.402666,-0.0056327046,-0.018877167,0.80899054,4.2801557,2.0705094,0.39081082,0.35715374,0.0848387,0.06063486,-16.606724
126,938,958,27.848915,0.2396516,24.38442,28.005554,32.856956,8.472536,192.65732,185.09412,72.97754,65.480125,1.3620346,0.5916871,0.6549949,1.231392,2.0240836,1.3690886,17.810143,11.870734,12.810869,7.740539,1.4213848,0.95014983,26.405909,0.65743685,17.05361,0.84242404,15.222,0.96222204,0.6688925,21.789095,0.045712084,2.1917408,1.3492844,0.67849195,4.000762,1.4810768,6.8576827,2.268657,28.428297,0.4058615,495.4155,0.33314413,1226.5989,0.18969858,-44.585938,-1.5796816,1567.9601,0.17561933,970.15356,0.3798619,-56.07861,-1.0935025,2576.4353,0.12438229,906.01556,0.4284191,-59.67025,-0.99725187,-20.999874,-0.39763424,29.368654,0.31412935,0.011124831,3.8376777,-0.032875028,-0.46864346,1.5525541,0.9156556,31.489288,0.39929175,16.61401,0.8335692,15.235505,1.0107745,0.32904983,46.375042,-3.2875257,8.4233675,-0.015048106,-0.01621826,0.76779824,3.651826,1.8081366,0.45305556,0.37624472,0.0975862,0.094199166,-17.51742
127,98,108,30.939405,0.18702732,25.739494,29.835356,35.7829,10.043407,500.9397,1210.8392,40.100872,45.24766,1.6665821,0.6207079,0.774683,1.3841273,2.4796467,1.7049637,28.987402,15.087908,17.319252,8.113752,1.8456868,0.87218255,30.773046,0.55718654,10.456356,1.3395536,-1.3588954,-12.662664,-4.239493,-4.1496058,0.03816942,1.6628361,1.327647,0.68446344,5.1217213,0.896286,4.493876,1.9247569,30.550085,0.29869008,502.3547,0.36424837,1333.4319,0.18402053,-31.21674,-2.0658984,1488.0983,0.1695283,1056.7024,0.27263147,-40.690704,-1.3523678,2534.7505,0.10973128,997.4032,0.37968522,-50.417458,-1.0160366,-17.763968,-0.4655532,31.246218,0.2957858,0.062238954,0.6055348,-0.029949466,-0.4194913,2.0016813,0.8195861,34.67995,0.3804534,10.672687,1.27662,-1.8308103,-9.732528,-4.455502,-4.1122084,0.0639265,7.18513,0.03732047,-0.010953996,0.64126134,4.904905,1.1077543,0.7927273,0.7992507,0.108888894,0.09503734,-15.866489
127,195,214,30.169302,0.14595051,27.012249,29.898659,33.267204,6.2549553,170.48369,316.73282,142.84901,258.3218,1.6890526,0.56085265,0.8450754,1.5121669,2.541812,1.6967366,24.397755,11.607843,19.139414,9.507498,1.8979694,0.8095768,31.067503,0.54449177,9.901412,1.4334277,-2.491382,-6.4198766,-6.670167,-2.1242468,0.037577767,1.7643123,1.3266343,0.6757711,4.7570825,0.9323593,2.4587562,3.474873,29.805687,0.34146106,505.52832,0.33686835,1329.4281,0.16348843,-33.09126,-2.0410426,1488.2573,0.17823595,1063.9569,0.28653598,-43.87414,-1.3743165,2554.3577,0.117555656,979.38574,0.382374,-53.62057,-1.0466158,-17.76588,-0.44166788,30.708448,0.30949646,0.069181286,0.4445517,-0.031421542,-0.48571128,2.1017427,0.7355734,35.393932,0.36685422,9.534876,1.4068223,-2.4041185,-6.982059,-7.1145067,-2.0804641,-2.434935,10.118917,0.045494925,-0.010606776,0.64283556,4.844655,1.7423444,0.48424244,0.48869663,0.08107142,0.06309512,-15.895853
127,220,234,31.130898,0.1382186,27.41217,31.07669,34.553024,7.140854,103.06973,135.01083,59.072205,73.09998,1.8200746,0.5424829,0.88052356,1.678424,2.7504082,1.8698846,26.258158,14.524473,19.544691,9.6487255,2.1016974,0.79470676,32.331314,0.5135554,10.340757,1.5596485,-3.6300454,-4.128414,-8.7732725,-1.565423,0.032125432,1.548434,1.245423,0.6706965,4.9344954,0.9017348,2.0829728,4.5978827,30.30081,0.3584686,510.67386,0.34424356,1341.9569,0.19637841,-25.163523,-2.3316584,1497.9254,0.16908239,1060.3315,0.29988247,-38.00196,-1.3587426,2584.9048,0.110970356,1038.7126,0.44125223,-48.10851,-0.99739563,-17.62898,-0.47512037,30.83234,0.34767753,0.075012304,0.4030292,-0.03356925,-0.4772663,2.2831097,0.73338103,35.062298,0.41795743,9.822671,1.6098084,-3.9626918,-3.8847246,-9.802904,-1.4141259,-5.74578,12.993606,0.049854092,-0.015949707,0.6220092,4.860615,1.8664753,0.47076923,0.43267435,0.061666664,0.046696417,-15.203865
127,274,298,32.393982,0.15345256,28.656357,31.863781,36.466522,7.8101654,113.72341,121.85381,76.90599,83.54192,1.8366894,0.5903975,0.804801,1.635377,2.8518786,2.0470777,31.271154,16.698414,20.527916,10.3464775,2.1471183,0.8408682,33.12153,0.47057137,5.941685,2.3363461,-7.767314,-2.0537837,-8.741623,-1.9474005,0.041795917,1.8674731,1.4099439,0.7203758,5.1351004,0.9677668,4.852301,2.0658627,29.903198,0.34655252,506.16455,0.334958,1361.3035,0.17733167,-31.307503,-2.1159918,1470.9563,0.16543657,1078.1543,0.27717635,-39.405872,-1.4566972,2517.9265,0.12673254,1021.5794,0.34969926,-49.876995,-1.065291,-16.56579,-0.4586891,31.195213,0.28599095,0.07682256,0.4060191,-0.029972436,-0.49109814,2.3419507,0.77112156,36.53931,0.33282706,5.7196226,2.378776,-8.352438,-1.9741403,-9.409016,-1.8754593,-3.5500364,11.701835,0.04603228,-0.013107442,0.6843499,4.8770323,1.4625993,0.59171426,0.5875882,0.08551724,0.08471397,-15.033297
127,456,476,30.634623,0.14872734,28.004232,30.801235,33.67647,5.6722393,335.87097,593.96246,69.18332,88.29505,1.668997,0.5922685,0.7366829,1.4732742,2.632228,1.895545,27.300142,14.095633,18.579737,8.259123,2.0288925,0.830073,34.570415,0.43685555,10.005478,1.4479302,-5.065981,-2.9570982,-4.400519,-3.2814968,0.040147636,1.6816167,1.3635103,0.67628783,4.337356,1.0845407,3.1897573,3.5832362,30.458618,0.4081961,515.4359,0.35304382,1374.0253,0.1658363,-24.791973,-2.2986014,1492.3876,0.17343144,1086.8519,0.25655365,-36.249508,-1.3780298,2540.7866,0.1360221,1031.9408,0.3798313,-46.755962,-0.9962773,-17.982819,-0.44023198,32.415688,0.29345372,0.069838785,0.46118975,-0.029551186,-0.5230076,2.1795208,0.7737525,36.834988,0.36696246,10.090603,1.4069512,-5.4803057,-2.8239923,-5.117292,-2.86621,-6.809875,16.645615,0.049943354,-0.010350846,0.6393372,4.302151,1.3045659,0.6880769,0.6654323,0.07736842,0.058655288,-15.589263
128,65,88,31.544127,0.18290295,27.623093,31.760124,35.356228,7.733135,218.18764,399.015,70.85274,79.24595,1.627612,0.51823944,0.8485023,1.5326334,2.3206859,1.4721836,22.337065,11.77582,16.860313,8.721511,1.7263075,0.7742271,25.898975,0.6024688,11.0773535,1.1917169,10.291365,1.6745254,-3.6299229,-4.52352,0.040613625,2.192813,1.3410311,0.70370305,5.187328,0.9064897,6.9628386,1.8061632,24.701162,0.46033037,510.3379,0.38876832,1232.1027,0.20262894,-38.189297,-1.7797108,1540.9629,0.18218051,976.8286,0.39576095,-47.719498,-1.2120732,2529.268,0.12708744,839.6238,0.39882353,-49.93306,-1.1336969,-17.37068,-0.46204537,24.987223,0.36446762,0.04248405,0.9131193,-0.033002015,-0.4794634,1.8690184,0.71305794,29.44434,0.42573062,10.914417,1.2080221,9.933355,1.7848762,-4.340722,-3.9152052,-2.5066586,9.090639,-0.0041752476,-0.01597179,0.77385795,4.6107,1.7000873,0.49974355,0.44595325,0.07571428,0.07039828,-17.19497
128,100,125,31.12626,0.18476108,27.050808,31.435886,35.719055,8.668247,185.64497,378.91632,82.669266,118.71914,1.7225958,0.53652114,0.8591753,1.5996679,2.5322266,1.6730512,24.280611,12.904182,16.157467,7.50481,1.7084852,0.73770374,22.913567,0.7160978,11.048844,1.2664839,9.069065,1.7101083,-3.6492693,-4.037191,0.034658562,1.5003542,1.2958518,0.6451835,4.883923,0.9695622,6.292064,1.991244,23.538399,0.4556262,492.27783,0.35479614,1233.8317,0.19643198,-48.056713,-1.604769,1523.2782,0.16714516,952.67896,0.37401015,-55.94645,-1.1901252,2524.8801,0.11584861,866.1447,0.43475235,-58.57161,-1.1129478,-16.339018,-0.43848205,23.965649,0.35549325,0.043825146,0.9231324,-0.03229051,-0.4497984,1.9470131,0.6421852,27.939672,0.44013098,10.110586,1.3639069,8.778071,1.8707978,-4.4779444,-3.4756548,-2.0737371,7.71248,-0.0028294043,-0.017725544,0.6739548,4.4017606,1.7642343,0.4522727,0.3989524,0.111081086,0.107396305,-17.366058
128,163,181,29.752176,0.19462973,26.316687,30.6811,33.675373,7.3586864,145.81448,185.13513,91.38558,123.50978,1.590641,0.5621387,0.748813,1.4621677,2.366093,1.61728,22.64907,12.238125,16.007324,7.8674283,1.7052999,0.79176617,27.062109,0.61463434,11.140409,1.3248899,9.9017935,1.589838,-4.2025633,-3.7093453,0.051512863,2.0254242,1.3429887,0.6640941,4.2084947,1.1536416,3.7162006,3.5810895,23.452005,0.5153924,502.68738,0.35698342,1289.9584,0.18695006,-33.214897,-1.9668794,1523.5305,0.1887978,998.9178,0.38413072,-45.91633,-1.2405739,2512.0015,0.12217346,875.51935,0.41683033,-48.49643,-1.1522939,-17.726349,-0.43168557,25.06344,0.35566264,0.038985092,1.0886105,-0.03376715,-0.45721802,1.8061775,0.7592516,30.980555,0.4120911,9.981578,1.4149545,9.454707,1.7355225,-4.7692447,-3.4490433,-2.6712754,8.146275,0.0007776262,-0.016486658,1.0065507,4.168983,1.6731734,0.51066667,0.52905536,0.08521739,0.07288285,-17.296038
128,273,294,31.43169,0.12956461,28.986622,31.364716,34.31042,5.323799,128.3576,219.72879,45.25051,60.90664,1.7204882,0.49349365,0.9186598,1.5898857,2.5536108,1.634951,24.660343,12.126359,16.927399,7.630416,1.9184273,0.7201507,26.209007,0.58096683,11.813521,1.0817453,9.564287,1.6498023,-6.9176407,-2.2271566,0.036301818,1.6443942,1.379802,0.6299225,5.0723376,0.79977375,4.2577467,2.350553,25.00207,0.39556995,494.74203,0.3678091,1236.3876,0.17912105,-35.35616,-1.9078673,1526.9619,0.17921142,963.4912,0.39822567,-47.515778,-1.206887,2517.0872,0.11808381,832.9114,0.389876,-50.03075,-1.1257102,-17.212803,-0.41529882,24.819231,0.36516818,0.050418783,0.7490128,-0.036190808,-0.40832046,2.0772464,0.662993,29.469398,0.43562308,11.364117,1.0895981,9.471396,1.746911,-7.4007406,-2.188296,-5.4369226,11.048037,0.010163632,-0.021153549,0.9252762,4.907099,2.0066888,0.4202381,0.438235,0.06666666,0.05845226,-16.925055
129,277,316,28.625128,0.1644127,25.961075,28.59784,32.242447,6.281372,200.45605,319.08673,90.02571,129.61037,1.5669036,0.58381313,0.7516327,1.3752807,2.3319902,1.5803576,23.537468,13.1299305,14.84107,7.869278,1.742634,0.83368134,26.965607,0.62323976,14.843666,0.9194729,12.711714,1.1845638,-1.0174845,-13.182623,0.04977183,2.0571876,1.40434,0.66937,4.289621,1.0163336,2.9885588,3.454724,26.363947,0.39483544,497.15515,0.33584997,1241.694,0.188718,-40.813908,-1.6938425,1546.8547,0.17697613,991.90845,0.35948166,-54.285625,-1.1338439,2531.0168,0.12125599,916.35315,0.4062086,-57.5778,-1.0416557,-19.652744,-0.43363416,27.790054,0.35092276,0.021071466,2.0113816,-0.03506506,-0.4364878,1.9211979,0.77723974,31.701826,0.3973071,14.2200365,0.9517045,12.885304,1.2265056,-1.051616,-13.320555,-3.8904257,10.001423,-0.009203212,-0.020492643,0.8648398,4.2831497,2.0292833,0.4021519,0.3145407,0.08758064,0.079244114,-16.660583
129,347,370,29.893728,0.19259909,26.904823,30.514141,34.136833,7.23201,206.86028,317.5939,63.23126,65.43671,1.6926374,0.5572104,0.8826039,1.5302576,2.498817,1.6162131,21.255878,12.112764,16.945644,9.664857,1.8281797,0.8221714,27.648409,0.6073486,14.122115,1.0339239,10.419244,1.3938123,-4.189224,-3.096194,0.045315564,2.1640847,1.257528,0.67419904,5.1191106,0.9537701,4.1157026,2.687632,28.36524,0.39187124,509.9945,0.33168843,1280.9774,0.18056333,-41.07145,-1.7319633,1552.1932,0.17745414,1024.9988,0.370322,-54.05828,-1.1437337,2579.6765,0.1235324,937.18304,0.47616652,-58.45336,-1.0218519,-19.513895,-0.41099226,28.486507,0.32952118,0.031272218,1.3168786,-0.033569764,-0.40455678,2.0246463,0.75866616,32.208412,0.40735874,13.222957,1.1094645,9.959636,1.523125,-5.1206727,-2.6315293,-6.6869407,13.231917,-0.01907376,-0.0195742,0.8782112,4.523706,2.092415,0.3889583,0.30801946,0.08648648,0.085114114,-15.993793
129,374,396,29.668322,0.1619169,27.140114,30.125158,32.6929,5.552788,219.09998,207.44383,68.09046,75.57299,1.7984164,0.5269109,0.91894794,1.6836748,2.6091106,1.6901627,27.660246,16.054443,18.837841,8.376708,2.0136049,0.76905084,24.288553,0.7437618,13.376155,1.0153289,7.501382,1.7793753,-2.4542964,-5.648641,0.04436056,2.1462865,1.3748974,0.6262088,4.10647,1.0762807,3.2127342,3.579893,24.943687,0.37770355,477.1228,0.33546364,1220.2722,0.19453005,-46.187984,-1.6743009,1468.989,0.16078083,1009.7513,0.354961,-57.146877,-1.1851718,2468.1125,0.114345975,846.2124,0.41193894,-60.910732,-1.0808293,-17.654919,-0.4190464,26.115679,0.34203726,0.037164815,1.0585864,-0.03504111,-0.41663024,2.2789938,0.6904844,30.439367,0.4213965,11.882496,1.07643,7.3974767,1.9003183,-3.148385,-4.685876,-2.0170305,7.511413,-0.008175865,-0.018787775,0.9478175,5.047749,2.1422062,0.36468086,0.32180908,0.09292682,0.083876915,-15.994997
129,452,470,30.620281,0.17557947,26.382097,30.9081,34.732853,8.350756,209.10915,308.85806,62.806118,65.73076,1.7444384,0.54022884,0.912514,1.5686239,2.5393746,1.6268606,24.976456,10.654144,16.849977,8.47466,1.9509546,0.79752016,24.273357,0.6735447,14.122024,1.0408703,8.873201,1.9904102,-3.4054773,-4.222646,0.04313365,1.7471226,1.3901728,0.6769633,4.3444867,1.0368071,4.0565624,3.2792604,25.333977,0.56814545,477.44995,0.3284196,1223.005,0.2088889,-44.37685,-1.6008755,1513.8154,0.16947372,956.7115,0.3398623,-53.82272,-1.149099,2516.8623,0.11489961,916.1293,0.38530147,-58.277763,-1.0220348,-17.56188,-0.4844291,26.598904,0.36026013,0.03469751,1.1203316,-0.032012194,-0.44082037,2.1306462,0.74321014,28.515112,0.4605309,13.521267,1.0531975,8.752174,2.0397193,-4.169154,-3.6316571,-3.3484156,9.471618,0.00035634762,-0.020338044,1.0836874,5.058366,2.4539876,0.3293182,0.28713632,0.06888889,0.07332491,-16.78282
129,854,870,28.146317,0.18877617,26.005959,28.666458,31.633438,5.6274796,249.8348,388.2664,59.137627,49.927315,1.5392183,0.48550734,0.82357365,1.4864556,2.2336297,1.4100561,19.466574,9.439711,13.971996,7.443052,1.749625,0.7697515,26.038046,0.66555965,19.025593,0.65018153,11.231402,1.3270472,-4.1184816,-3.0309594,0.0460605,2.1245399,1.4161916,0.6879532,4.1228147,1.1348388,3.9086988,2.936696,30.072523,0.2890427,487.14813,0.28792703,1265.0972,0.17368971,-39.41242,-1.7914948,1524.7035,0.17450964,1064.6356,0.38543105,-54.428352,-1.1352502,2527.7268,0.12674466,951.53394,0.4191743,-59.00285,-1.0086799,-20.719984,-0.35025787,29.45564,0.29599902,0.031975176,1.1440768,-0.036164407,-0.34472737,1.949001,0.6995681,31.241964,0.39055023,18.29163,0.66335493,11.827842,1.3154275,-4.7091417,-2.7589858,-3.592299,8.849952,-0.009695797,-0.021499101,0.7874503,4.6278925,1.8193225,0.45,0.3575009,0.08407407,0.09919151,-17.004086
130,79,104,30.472467,0.17052326,27.863459,30.587212,33.318344,5.4548855,249.84369,544.2523,70.36768,68.73514,1.6849909,0.5371343,0.89860505,1.5013632,2.4023356,1.5037305,22.329046,10.307692,15.896439,7.4085813,1.7260329,0.7720126,26.335464,0.60791934,14.615441,0.90063286,6.2527337,2.4217682,-7.419388,-1.9838487,0.045227155,2.2132802,1.3390048,0.6397376,4.937738,0.9715705,4.227889,3.4270458,27.033144,0.4129414,483.12692,0.31952772,1268.0452,0.16678561,-35.779297,-1.908652,1503.1234,0.1746769,1005.224,0.34129032,-47.741714,-1.2180934,2519.7747,0.10884159,896.8489,0.46075383,-52.7516,-1.0594269,-18.39587,-0.39906374,27.738037,0.31947252,0.03898748,0.8987255,-0.032727715,-0.47019863,1.9067224,0.7031693,30.073135,0.42425147,14.454095,0.8955161,5.9288197,2.645553,-8.225002,-1.871016,-4.005164,8.995418,0.0019665654,-0.015992679,0.6181265,4.681873,1.7269076,0.49023253,0.50612754,0.08027778,0.075736605,-16.67315
130,269,284,30.538233,0.16187817,28.129423,31.2449,33.87775,5.7483273,281.3203,407.99524,83.50292,124.6004,1.7657411,0.5055484,0.9782685,1.6138015,2.5989223,1.6206537,26.823334,13.724881,16.881693,7.5857,2.0176206,0.8025169,26.18892,0.62096465,13.103924,1.0419465,7.217497,2.1603107,-6.2352905,-2.2538135,0.050097432,1.9310958,1.3678567,0.64825624,4.580166,1.0213337,2.929725,4.1128964,25.229818,0.4685493,461.27438,0.294842,1267.9456,0.17794335,-33.320328,-2.0260782,1464.5576,0.16966234,1035.6611,0.33604085,-46.110584,-1.2618773,2458.218,0.10590577,887.78375,0.4240234,-50.23309,-1.1208891,-18.17073,-0.39070553,26.789194,0.32880965,0.044932004,0.80077904,-0.037024926,-0.39327276,2.2338881,0.73039556,30.105068,0.42350256,12.687587,1.0578531,6.866128,2.3557072,-6.817659,-2.1179845,-3.6779714,9.075725,0.007002786,-0.020873543,0.73069537,4.5363574,1.8741634,0.45142856,0.358745,0.07952381,0.051959343,-16.234657
130,329,347,28.57144,0.23187193,24.73064,28.696299,34.208324,9.477684,295.7624,283.52704,103.22046,129.91185,1.5242486,0.5728433,0.7330512,1.4032902,2.244716,1.5116647,22.45956,12.477478,14.233159,8.18259,1.5693456,0.8753991,24.27176,0.6627716,14.3958,0.89927816,13.160113,1.2530795,-4.9821434,-2.8212419,0.041834056,1.8629616,1.3853524,0.69707114,3.5232308,1.4538026,4.992941,2.952186,22.908068,0.5795483,503.2681,0.33450982,1245.1904,0.19106749,-41.84168,-1.6438324,1551.8367,0.1942284,961.3693,0.4369272,-52.732407,-1.1449431,2555.6802,0.11505114,851.4022,0.45582876,-55.001343,-1.074085,-17.805773,-0.4553323,25.147192,0.38039002,0.020201143,2.0769534,-0.03313423,-0.43845665,1.743229,0.80838245,28.078459,0.46540985,13.624187,0.91031706,13.349856,1.2763458,-5.642616,-2.6171157,-5.371191,11.07922,-0.014685108,-0.020151755,0.66772395,4.2245693,2.230898,0.36849996,0.37596908,0.074838705,0.084619485,-18.021917
130,671,697,30.616238,0.18724719,26.930145,31.251064,34.814274,7.8841286,300.86588,517.9029,103.186966,117.028984,1.4693396,0.5210417,0.7929393,1.3375024,2.0782266,1.2852873,21.64229,11.251713,14.805735,7.601102,1.6412709,0.81828815,27.399237,0.6212107,15.288081,0.86412185,10.241154,1.6850487,-4.311711,-3.4696445,0.051739793,1.9791179,1.3769882,0.6364073,4.940621,0.9386879,5.555946,2.542955,27.882126,0.4273395,492.96002,0.3203036,1289.0428,0.17757952,-38.8319,-1.7779921,1545.7128,0.18168826,1012.9193,0.38430548,-51.09866,-1.1586648,2548.9814,0.12120412,946.7703,0.42224652,-55.092503,-1.0413606,-19.576664,-0.38053954,28.235256,0.32068217,0.030821532,1.2412913,-0.03467804,-0.39671683,1.8049332,0.7581346,31.730665,0.41477677,14.624133,0.8949764,9.895376,1.8421482,-4.820563,-3.246995,-5.360006,10.995887,-0.016311951,-0.020873936,0.70959884,4.6941133,1.7347727,0.48288885,0.41464642,0.08333333,0.081250906,-17.665348
130,702,730,30.147345,0.18566516,27.410414,30.447142,34.18533,6.7749157,250.33496,361.9796,69.18339,75.565834,1.5914237,0.57556117,0.7685083,1.404823,2.3490257,1.5805174,19.748722,10.849765,13.537473,6.590988,1.6327921,0.8186449,28.024979,0.6251131,15.087822,0.859927,6.499461,2.6817172,-10.438903,-1.4669362,0.041686073,2.1512866,1.2768545,0.6725977,4.9302773,0.965244,2.1678767,5.975717,27.955853,0.46393675,513.4989,0.32757145,1326.3513,0.20044239,-39.018963,-1.802692,1539.6888,0.19501685,1039.8142,0.369306,-50.75358,-1.1930399,2588.2542,0.11651453,953.0096,0.44896933,-56.072403,-1.0343732,-19.998371,-0.4039468,29.541885,0.33385587,0.0342446,1.1129481,-0.038210757,-0.40121952,1.8177596,0.74649274,32.64755,0.4054266,14.235527,0.8861313,5.2699647,3.426428,-11.6994095,-1.3567224,-4.1987777,9.437085,-0.0068007624,-0.022606289,0.6080966,3.929975,1.7927573,0.4636,0.38012508,0.086904764,0.07045729,-16.44258
131,279,296,32.38573,0.16813716,28.970417,32.08309,35.853672,6.883255,339.6774,673.09686,81.422646,136.25131,1.8623455,0.5095818,1.0127239,1.7433777,2.6005821,1.5878582,23.664116,12.720544,18.831745,9.052596,1.9817001,0.80319405,20.259829,0.861727,14.708937,0.9452283,8.227483,2.0702178,-6.9634647,-2.043411,0.031959046,1.3931038,1.2884222,0.62114304,5.051872,0.91894114,7.585486,1.3832793,26.821033,0.35654205,508.56113,0.39637268,1171.2169,0.22015378,-48.610943,-1.6090099,1565.7748,0.18376975,881.54236,0.3907744,-57.008175,-1.1636846,2573.3762,0.12557395,845.58264,0.45512992,-59.936428,-1.0805653,-16.739902,-0.49442884,24.671434,0.4026645,0.04691851,0.8069514,-0.033887938,-0.4335438,2.236135,0.72131723,25.44516,0.5537173,14.024657,0.9257744,8.320069,2.191054,-8.23291,-1.8386123,-1.2177614,6.466355,0.0075890105,-0.018683352,0.8883686,4.649794,1.9492025,0.40606058,0.3633593,0.09193548,0.07904344,-15.941979
